site_no,min_date,max_date,lam1Obs,tau2Obs,tau3Obs,tau4Obs,ar1Obs,amplitudeObs,phaseObs,med_flowObs,cv_flowObs,cv_dailyObs,flow_10Obs,flow_25Obs,flow_50Obs,flow_75Obs,flow_90Obs,flow_15Obs,ma1_mean_disc,ma2_median_disc,ma3_mean_annual_var,ma4,ma5_skew,ma6,ma7,ma8,ma9,ma10,ma11,ma12_jan_mean,ma13_feb_mean,ma14_mar_mean,ma15_apr_mean,ma16_may_mean,ma17_june_mean,ma18_july_mean,ma19_aug_mean,ma20_sep_mean,ma21_oct_mean,ma22_nov_mean,ma23_dec_mean,ma24_jan_var,ma25_feb_var,ma26_mar_var,ma27_apr_var,ma28_may_var,ma29_jun_var,ma30_july_var,ma31_aug_var,ma32_sep_var,ma33_oct_var,ma34_nov_var,ma35_dec_var,ma36,ma37_var_across_months,ma38,ma39_monthly_std_dev,ma40_monthly_skewness,ma41,ma42,ma43,ma44,ma45,ml1,ml2,ml3,ml4,ml5,ml6,ml7,ml8,ml9,ml10,ml11,ml12,ml13_min_monthly_var,ml14_min_annual_flow,ml15,ml16,ml17,ml18,ml19,ml20,ml21,ml22,mh1,mh2,mh3,mh4,mh5,mh6,mh7,mh8,mh9,mh10,mh11,mh12,mh13,mh14_med_annual_max,mh15,mh16_high_flow_index,mh17,mh18,mh19,mh20,mh21,mh22,mh23,mh24,mh25,mh26_high_peak_flow,mh27,fl1_low_flood_pulse,fl2_low_pulse_var,fl3,fh1_high_pulse_count,fh2_high_pulse_var,fh3_high_pulse_count_three,fh4_high_pulse_count_seven,fh5,fh6,fh7,fh8,fh9,fh10,fh11,dl1_min_daily_flow,dl2_min_3_day_avg,dl3,dl4_min_30_day_avg,dl5_min_90_day_avg,dl6_min_flow_var,dl7,dl8,dl9_min_30_day_var,dl10_min_90_day_var,dl11,dl12,dl13,dl14,dl15,dl16,dl17,dl18_zero_flow_days,dl19,dl20,dh1,dh2,dh3,dh4,dh5_max_90_day_avg,dh6,dh7,dh8,dh9,dh10_max_90_day_var,dh11,dh12,dh13,dh14,dh15,dh16,dh17,dh18,dh19,dh20,dh21,dh22,dh23,dh24,ta1,ta2,ta3,tl1_min_flow_julian_day,tl2_min_julian_var,tl3,tl4,th1_max_flow_julian_day,th2_max_julian_var,th3,ra1_rise_rate,ra2_rise_rate_var,ra3_fall_rate,ra4_fall_rate_var,ra5,ra6,ra7,ra8,ra9,comment
CF201,10/1/88,9/30/14,0.43,0.61,0.55,0.42,0.05,0.15,-1.17,0.4,0.42,2.09,0.02349,0.086045,0.23795,0.4433,0.8064,0.042355,0.43,0.24,188.93,98.03,1.79,34.49,8.09,5.15,3.26,1.88,1.49,0.56,0.51,0.65,0.57,0.41,0.36,0.33,0.3,0.42,0.32,0.34,0.36,154,118,129,111,127,132,146,159,191,186,186,147,6.24,1.09,2.14,77.28,0.22,0.01,2.19,0.46,1.14,0.08,0.21,0.27,0.28,0.24,0.15,0.11,0.11,0.09,0.08,0.09,0.1,0.15,106.02,0.04,0.03,0.04,0.04,72.8,2.68,0.49,90.13,0,4.51,2.99,4.89,3.58,2.81,2.29,2.12,2.54,3.67,2.9,2.99,2.24,98.82,39.24,18.4,3.36,1.85,21.88,-0.05,0.31,16.28,9.01,10.57,6.79,10.16,16.88,8.09,15.85,46.57,33.77,26.92,23.4,44.38,12.81,24.42,23.23,11.38,26.92,15.85,4,0.58,0.01,0.01,0.02,0.07,0.17,110.43,143.45,94.53,129.29,76.56,0.04,0.08,0.29,0.36,0.1,5.62,28.16,0,0,0,9.45,4.2,2.19,1.07,0.73,47.77,51.11,47.04,43.06,41.61,39.71,9.2,4.5,2.65,2.53,97.72,12.82,1.9,1.11,3.88,31.58,58.71,2,208.78,0.72,72.33,0.27,278.38,52.84,0.18,0.01,48.38,75.27,0.18,0.45,283.33,0.25,370.43,0.36,0.22,0.1,155.73,7.24,
CF202,10/1/88,9/30/14,7.82,0.38,0.37,0.32,0.13,0.27,1.4,7.79,0.25,1.36,2.494,4.11,6.328,9.34375,12.88,3.1345,7.82,6.33,109.14,53.83,1.24,5.17,2.78,2.27,1.64,1.02,0.83,6.8,6.92,7.09,6.06,4.91,4.99,6.3,9.47,14.27,11.47,8.52,7.01,41,38,52,45,55,58,55,68,77,45,41,37,5.62,0.79,1.49,62.58,0.14,0.03,0.99,0.42,0.64,0,4.78,5.17,4.9,4.19,3.12,2.89,4.01,5.62,7.63,8.24,6.31,5.16,59.21,0.26,0.21,0.28,0.24,49.53,20.9,0.78,58.06,0.01,18.97,19.18,23.77,18.35,18.59,15.9,19.59,39.84,83.48,39.15,24.23,18.34,156.76,14,5.51,2.04,1.48,15.74,0.94,0.37,10.69,5.46,10.99,3.07,6.99,15.9,3.88,10,63.37,1.88,15.15,27.54,12.62,2.27,15.35,7.27,1.73,15.15,10.85,3.35,0.69,1.66,1.77,1.97,2.64,3.72,58.07,56.36,54.34,47.32,38.7,0.26,0.31,0.42,0.65,0.39,6.78,64.27,0,0,0,114.94,62.72,35.05,18.03,12.32,95.41,101.38,98.43,41.92,27.72,18.16,5.54,2.85,2.02,5.69,56.32,17.11,1.69,1.22,6.25,48.64,65.21,2.2,239.6,0.29,38.78,0.5,136.49,57.37,0.19,0.01,253.4,56.21,0.24,3.46,435.83,1.53,554.99,0.31,0.06,0.03,144.04,8.46,
CF203,10/1/88,9/30/14,0.51,0.74,0.71,0.53,0.1,0.11,-1.26,0.47,0.34,2.9,0.036285,0.0552375,0.1286,0.3687,1.057,0.04315,0.51,0.13,271.21,153.15,3.92,29.14,9.75,6.68,7.85,3.31,2.41,0.43,0.45,0.52,0.37,0.36,0.42,0.54,0.7,0.98,0.55,0.44,0.39,164,164,186,178,210,192,190,193,194,194,207,160,9.23,1,2.26,90.24,0.29,0.02,1.34,0.64,0.93,0.08,0.13,0.14,0.12,0.08,0.05,0.05,0.07,0.1,0.12,0.13,0.1,0.08,116.76,0.2,0.05,0.17,0.06,33.51,5.05,0.23,45.71,0,3.4,3.42,4.9,3.41,4.14,3.35,4.92,6.73,9.17,6.19,4.95,3.29,103.55,119.28,49.9,8.13,2.84,19.06,-0.35,0.53,46.2,33.39,30.01,18.46,22.3,28.33,21.65,14.96,49.42,12.96,27.69,16.04,87.15,41.65,25.65,27.46,22.69,27.69,15.73,3.31,0.46,0.03,0.03,0.03,0.08,0.19,38.89,41.45,47.55,62.95,47.93,0.23,0.23,0.62,0.43,0.28,5.92,37.16,0,0,0,15.91,8.84,4.59,1.62,0.92,47.29,61.08,65.15,43.91,39.06,123.72,35.69,12.6,2.75,2.51,52.74,10.1,3.26,1.82,3.38,36.5,78.12,2.2,231,0.74,74.84,0.58,136.52,62.68,0.19,0.01,259.19,60.67,0.53,0.94,246.44,0.32,350.94,0.26,0.42,0.18,125.54,7.91,
CF204,10/1/88,9/30/14,2.84,0.45,0.48,0.42,0.14,0.13,1.17,2.77,0.23,1.54,0.6805,1.289,2.051,3.083,4.616,0.91355,2.84,2.05,142.02,64.67,1.39,6.79,3.06,2.39,1.92,1.12,0.88,2.73,2.78,3.12,2.47,2.23,2.04,2.3,2.91,4.54,3.52,2.95,2.55,65,59,87,74,84,97,107,100,101,80,74,69,6.79,0.76,1.52,62.82,0.16,0.02,0.96,0.34,0.67,0.03,1.69,1.84,1.51,0.46,0.82,0.31,0.54,1.27,1.86,2.08,1.74,1.58,79.98,0.01,0.01,0,0.19,59.45,0.91,0.6,496.97,0,11.02,9.71,16.02,10.18,10.84,9.59,13.25,17.59,27.03,19.58,14.55,10.32,111.38,21.45,9.81,2.25,1.5,12.82,0.29,0.37,10.51,6.33,8.57,4.13,7.71,13.79,4.91,13.08,34.87,5.27,22.35,22.96,20.81,6.31,21.04,13.5,4.85,22.35,13.85,4.46,0.62,0.03,0.38,0.59,0.91,1.38,522.46,94.58,67.41,49.15,40.82,0.01,0.29,0.44,0.63,0.33,6.05,51.34,0,0,0,49.84,27.94,15.23,6.8,4.44,51.19,53.66,55.81,43.32,28.44,24.3,7.43,3.32,2.13,3.76,59.26,10.33,1.54,1.31,4.34,25.25,55.29,2.03,232.3,0.11,22.96,0.62,113.6,31.71,0.19,0.01,242.39,61.45,0.53,2.39,274.24,0.89,367.91,0.27,0.2,0.05,128.88,7.89,
CF205,10/1/88,9/30/14,3.27,0.45,0.47,0.42,0.14,0.13,1.16,3.18,0.23,1.53,0.78995,1.49575,2.3935,3.55525,5.2605,1.059,3.27,2.39,140.62,63.17,1.37,6.66,3.01,2.38,1.87,1.1,0.86,3.14,3.19,3.57,2.81,2.54,2.28,2.59,3.37,5.26,4.09,3.42,2.94,64,57,85,73,83,101,110,98,99,78,72,66,6.77,0.76,1.49,62.78,0.16,0.02,0.95,0.33,0.66,0.03,1.97,2.12,1.76,0.55,0.95,0.32,0.61,1.4,2.21,2.45,2.05,1.85,79.6,0.02,0.01,0.01,0.17,68.4,1.26,0.6,385.54,0,12.52,10.96,18.14,11.49,12.17,10.74,15.02,20.2,31.1,22.27,16.54,11.75,112.41,21.01,9.51,2.2,1.49,12.37,0.3,0.37,10.55,6.29,8.83,4.13,7.68,13.99,4.79,13.42,36.2,7.69,22.27,22.95,19.85,5.92,20.31,13,4.5,22.27,14.19,2.73,0.62,0.05,0.36,0.61,1.04,1.57,370.86,106.33,78.44,50.43,41.72,0.02,0.25,0.43,0.62,0.33,5.98,49.82,0,0,0,57.21,32.01,17.45,7.82,5.1,51.37,53.78,56,43.06,28.21,23.9,7.29,3.27,2.15,3.71,59.04,10.5,1.52,1.33,4.37,24.96,55.25,2.13,232.2,0.13,24.26,0.62,155.97,33.52,0.19,0.01,242.39,61.45,0.53,2.66,279.44,1,375.46,0.27,0.19,0.05,130.35,7.74,
CF206,10/1/88,9/30/14,0.19,0.62,0.59,0.47,0.03,0.04,-0.3,0.18,0.34,2.46,0.016545,0.0422625,0.10165,0.1887,0.3313,0.02407,0.19,0.1,224.67,94.87,1.9,20.05,6.7,4.47,3.15,1.85,1.46,0.21,0.22,0.27,0.19,0.16,0.17,0.14,0.18,0.26,0.2,0.16,0.18,115,104,138,115,149,160,157,181,198,191,151,157,9.63,1.05,2.2,81.06,0.27,0.01,1.72,0.41,0.87,0.05,0.08,0.1,0.1,0.07,0.05,0.03,0.04,0.04,0.05,0.05,0.05,0.06,98.64,0.07,0.04,0.06,0.06,76.93,3.81,0.43,93.58,0,1.3,1.16,1.93,1.15,1.31,1.57,1.11,1.64,2.71,2.26,1.08,1.44,114.33,37.84,21.29,3.31,1.89,37.48,0.39,0.35,16.9,9.8,12.58,7.45,11.25,18.78,8.83,16.69,47.59,18.19,30.58,19.01,42.27,14.35,26.27,25.42,12.58,30.58,17.04,2.35,0.62,0.01,0.01,0.01,0.04,0.08,68.62,85.31,114.8,93.71,60.82,0.1,0.1,0.39,0.42,0.16,5.78,33.53,0,0,0,5.34,2.08,1.11,0.53,0.32,61.24,56.13,47.46,48.62,37.68,52.53,10.92,5.21,2.56,2.5,64.61,10.54,1.59,1.12,3.15,33.06,60.65,2,240,0.71,71.26,0.5,266.04,55.28,0.18,0.01,259.11,76.84,0.37,0.28,280.46,0.11,447.63,0.28,0.44,0.08,140.35,8.9,
CF207,10/1/88,9/30/14,0.62,0.82,0.78,0.61,0.04,0.04,-0.14,0.59,0.33,3.38,0.016765,0.0340625,0.094135,0.2991,1.179,0.022395,0.62,0.09,316.39,201.94,6.89,70.48,14.32,8.78,12.94,4.17,2.95,0.69,0.66,0.87,0.53,0.52,0.57,0.43,0.49,0.86,0.62,0.59,0.56,234,230,241,224,264,239,224,262,276,289,269,249,11.45,1.11,2.03,88.7,0.3,0.01,1.52,0.32,0.86,0.03,0.09,0.1,0.09,0.06,0.03,0.02,0.03,0.03,0.03,0.04,0.05,0.07,140.87,0.06,0.01,0.07,0.02,55.81,1.1,0.11,79,0,7.64,7,10.14,5.64,7.26,6.12,4.72,6.44,10.6,9.53,6.82,6.81,91.73,216.29,116.68,13.12,3.32,13.53,0.82,0.44,64.48,47.32,46.02,33.32,37.32,46.21,37.62,21.23,47.18,81.12,42.23,15.26,97.81,53.12,35.08,41.85,36.81,42.23,21.5,3.65,0.62,0.01,0.01,0.01,0.08,0.24,54.99,56.33,72.16,98.62,54.68,0.11,0.11,0.85,0.36,0.18,4.25,34.98,0,0,0,21.47,9.17,4.5,1.91,1.11,46.9,44.63,43.2,52.84,41.7,228.08,47.8,20.29,2.61,1.82,49.9,9.75,2.35,1.42,2.25,28.92,72.33,2,249.6,0.79,79.56,0.5,258.18,57.65,0.17,0.01,284.33,79.66,0.22,1.26,244.41,0.64,348.19,0.33,0.83,0.24,161.92,7.93,
CF208,10/1/88,9/30/14,1.29,0.45,0.34,0.24,0.13,0.16,-0.3,1.29,0.33,1.09,0.24185,0.500775,0.98285,1.65125,2.576,0.3257,1.29,0.98,96.44,72.07,1.32,10.66,4.49,3.3,2.38,1.48,1.17,1.48,1.55,1.73,1.35,0.96,0.97,0.98,1.12,1.51,1.38,1.19,1.23,51,51,50,56,68,80,83,82,101,80,66,68,4.29,0.89,1.86,65.12,0.14,0.02,1.54,0.41,0.86,0,0.79,0.92,0.99,0.71,0.43,0.34,0.4,0.54,0.56,0.6,0.59,0.65,85.12,0.09,0.07,0.06,0.11,65.37,7.01,0.62,85.85,0,4.17,4.16,5.12,4.14,3.45,4.06,3.24,3.63,8.17,5.9,4.06,4.12,96.44,11.39,6.11,2.63,1.69,22.45,0.17,0.2,10.92,3.68,5.03,3.01,5.66,11.96,3.86,13.73,56.02,9.08,19.12,27.34,25.5,2.5,18.92,12.23,2.31,19.12,14.19,2.81,0.5,0.09,0.11,0.15,0.32,0.58,89.72,80.66,69.76,71.25,54.39,0.09,0.15,0.33,0.51,0.25,6.37,30.16,0,0,0,14.05,7.39,4.67,2.9,2,59.54,50.39,40.36,33.06,36.04,14.3,4.75,2.95,2.34,3.7,76.44,16.14,1.86,1.07,5.05,38.45,77.79,2,251.5,0.34,43.34,0.54,223.19,58.33,0.17,0.01,248.22,75.03,0.37,0.81,230.71,0.29,317.29,0.26,0.29,0.1,127.73,8.14,
CF209,10/1/88,9/30/14,2.29,0.36,0.4,0.35,0.08,0.26,1.56,2.24,0.21,1.36,0.84385,1.296,1.8275,2.6345,3.719,1.017,2.29,1.83,110.87,49.75,1.25,4.41,2.51,2.03,1.57,0.94,0.73,1.95,1.97,2.05,1.75,1.52,1.64,2.07,2.94,4.06,3.17,2.35,1.98,44,41,55,46,58,51,55,65,79,48,47,41,5.46,0.72,1.36,57.17,0.15,0.03,0.88,0.36,0.52,0.02,1.37,1.44,1.42,1.23,1,1,1.37,1.85,2.29,2.22,1.7,1.42,52.64,0.31,0.25,0.32,0.28,34.87,25.18,0.78,42.84,0.01,5.94,5.9,7.45,5.54,6.31,5.16,6.83,12.27,24.53,11.72,7.51,5.66,153.67,14.64,5.54,2.03,1.44,20.64,0.85,0.41,9.35,4.98,8.32,3.08,7.07,14.18,3.96,9.92,48.03,0.85,16.92,24.67,11.08,2.65,17.08,8.04,2.35,16.92,10.77,2.92,0.5,0.58,0.61,0.65,0.86,1.16,42.74,42,40.33,37.6,32.49,0.32,0.36,0.47,0.71,0.46,8.58,58.91,0,0,0,35.68,18.12,10.03,5.09,3.53,92.78,91.92,86.46,38.1,24.52,19.52,5.49,2.79,2,5.15,55.81,15.22,1.39,1.09,5.68,34.15,83.21,2.1,261,0.09,22.47,0.62,96.49,66.79,0.2,0.01,258.79,54.75,0.41,1.15,421.26,0.47,586.37,0.29,0.08,0.02,128.85,8.35,
CF210,10/1/88,9/30/14,0.11,0.86,0.81,0.63,0.04,0.01,0.77,0.1,0.36,3.5,0.0024695,0.0048235,0.01018,0.033185,0.2143,0.00324675,0.11,0.01,316.1,227.29,11,86.99,13.75,6.88,21.23,5.17,2.84,0.11,0.09,0.14,0.12,0.09,0.1,0.1,0.1,0.15,0.09,0.1,0.09,280,265,269,255,267,223,229,264,271,275,281,255,6.23,1.13,2.43,79.66,0.27,0.01,1.81,0.28,0.98,0.07,0,0,0,0,0,0,0,0,0,0,0,0,71.52,0.09,0.01,0.1,0.01,62.37,0.95,0.05,101.67,0,1.45,1.12,1.8,1.59,1.25,0.88,1.18,1.35,1.85,1.23,1.29,0.96,90,358.19,174.54,21.48,3.32,36.27,0.19,0.4,99.34,74.35,75.11,56.1,60.41,68.68,61.07,20.04,45.02,101.62,45.04,10.44,95.27,66.31,36.62,45.12,40.5,45.04,20.38,2.46,0.69,0,0,0,0.01,0.04,Inf,Inf,Inf,80.13,45.73,0,0,0.98,0.47,0.24,4.41,28.87,0,0,0,3.64,1.59,0.8,0.31,0.18,45.95,49.79,42.65,32.43,31.06,357.56,78.59,30.45,2.68,1.95,14.18,5.94,2.09,1.64,2.02,19.93,80.04,2,247.9,0.72,72.16,0.39,287.55,61.09,0.18,0.01,205.88,74.99,0.18,0.31,199.83,0.1,378.63,0.25,1.74,0.21,132.27,5.66,
CF211,10/1/88,9/30/14,1.56,0.7,0.66,0.51,0.1,0.1,-1.34,1.52,0.31,2.67,0.074835,0.21795,0.6191,1.253,3.01,0.11605,1.56,0.62,251.01,131.82,2.52,40.34,9.2,5.75,4.75,2.18,1.67,1.32,1.42,1.71,1.26,1.07,1.19,1.48,2.12,2.96,1.7,1.37,1.17,145,136,156,149,186,183,198,191,173,156,173,137,9.54,1.08,2.21,88.35,0.3,0.02,1.17,0.59,0.85,0.03,0.46,0.6,0.43,0.23,0.19,0.11,0.18,0.29,0.49,0.53,0.44,0.38,109.93,0.03,0.01,0,0.04,96.8,1.42,0.29,216.11,0,9.22,9.39,14.12,10.33,10.93,8.45,12.79,19.87,25.36,16.66,12.46,8.5,110.98,82.23,29.34,4.87,2.02,13.04,0.27,0.53,28.15,17.6,19.25,11.37,14.37,21.13,13.03,15.58,52.79,37.85,27.54,17.65,58.58,25.69,24.23,26.19,16.19,27.54,16.19,2.15,0.5,0.02,0.04,0.07,0.27,0.6,250,130.22,91.97,75.8,50.93,0.03,0.11,0.44,0.35,0.12,5.28,29.7,0,0,0,46.57,25.15,13.58,5.08,2.77,50.97,54.19,59.59,42.82,36.06,75.22,21.94,8.21,2.65,2.72,47.22,9.47,2.21,1.58,3.35,37.51,82.83,2,259.3,0.48,56.39,0.69,128.42,56.5,0.2,0.01,229.73,66.03,0.41,2.32,265.13,0.92,349.24,0.28,0.39,0.19,130.15,11.21,
CF212,10/1/88,9/30/14,0.35,0.55,0.56,0.45,0.05,0.1,-0.45,0.35,0.31,1.9,0.058705,0.112675,0.20985,0.349425,0.572,0.076555,0.35,0.21,174.08,85.61,1.67,9.75,4.21,3.1,2.45,1.44,1.13,0.42,0.41,0.47,0.36,0.3,0.28,0.25,0.27,0.4,0.37,0.33,0.33,119,108,114,102,117,119,122,148,172,158,126,120,4.73,0.84,1.74,65.61,0.16,0.02,1.36,0.35,0.89,0,0.18,0.19,0.21,0.16,0.11,0.09,0.09,0.09,0.1,0.11,0.13,0.15,78.12,0.13,0.08,0.13,0.12,68.19,8.37,0.51,107.6,0,2.7,2.39,3.03,2.06,1.94,1.56,1.39,2.13,3.69,3.24,2.15,1.99,96.2,28.51,15.39,2.73,1.66,23.47,0.54,0.33,12.22,7.13,9.46,5.46,9.16,15.72,6.46,16.77,52.3,8.08,31.12,22.57,31.54,11,26.92,23.19,9.65,31.12,17.12,3.12,0.81,0.03,0.03,0.04,0.09,0.16,107.78,116.68,103.77,69.86,49.61,0.14,0.19,0.43,0.54,0.28,5.24,40.1,0,0,0,7.02,3.03,1.64,0.83,0.56,48.61,49.62,45.17,36.04,35.3,33.45,7.82,3.96,2.39,2.4,75.08,8.74,1.35,1.13,3.19,33.17,35.75,2,232.22,0.71,71.38,0.38,267.53,60.89,0.18,0.01,312.96,76.66,0.37,0.38,254.16,0.18,382.08,0.32,0.26,0.06,148.19,6.48,
CF213,10/1/88,9/30/14,0.35,0.55,0.56,0.45,0.05,0.1,-0.45,0.35,0.31,1.9,0.058635,0.112375,0.2088,0.347525,0.56915,0.0763675,0.35,0.21,172.9,85.39,1.67,9.72,4.2,3.09,2.43,1.44,1.12,0.41,0.41,0.47,0.36,0.3,0.28,0.24,0.27,0.39,0.36,0.33,0.33,119,108,114,102,116,118,122,148,172,158,126,120,4.73,0.84,1.74,65.58,0.16,0.02,1.36,0.35,0.89,0,0.18,0.19,0.21,0.16,0.11,0.09,0.09,0.09,0.1,0.11,0.13,0.15,77.99,0.13,0.08,0.13,0.12,67.94,8.43,0.51,106.95,0,2.68,2.37,3.01,2.04,1.92,1.55,1.38,2.12,3.66,3.21,2.13,1.98,96.27,28.44,15.28,2.71,1.66,23.57,0.54,0.33,12.02,7.08,9.46,5.41,9.11,15.72,6.42,16.77,52.3,8.08,31.08,22.48,31.42,10.88,27.12,23.12,9.54,31.08,17.12,3.12,0.81,0.03,0.03,0.04,0.09,0.16,107.21,116.06,103.13,69.4,49.32,0.14,0.19,0.43,0.54,0.28,5.24,40.05,0,0,0,6.97,3.02,1.63,0.82,0.55,48.69,49.5,45.18,36.26,35.72,33.38,7.81,3.93,2.38,2.4,75.05,8.74,1.35,1.13,3.19,33.17,35.75,2,232.22,0.71,71.38,0.38,267.53,60.89,0.18,0.01,312.96,76.66,0.37,0.38,252.57,0.18,379.51,0.32,0.26,0.06,148.27,6.49,
CF214,10/1/88,9/30/14,0.33,0.54,0.55,0.45,0.05,0.11,-0.45,0.33,0.31,1.87,0.05746,0.109575,0.20275,0.33595,0.5426,0.0746725,0.33,0.2,173.12,83.53,1.65,9.45,4.15,3.07,2.43,1.45,1.13,0.4,0.39,0.45,0.34,0.29,0.26,0.23,0.25,0.38,0.35,0.31,0.31,117,106,112,100,114,116,119,145,169,155,123,118,4.7,0.84,1.75,65.4,0.16,0.02,1.37,0.34,0.89,0,0.17,0.19,0.2,0.16,0.11,0.09,0.08,0.09,0.1,0.11,0.13,0.15,77.39,0.14,0.09,0.14,0.12,67.03,8.77,0.51,104.12,0,2.53,2.25,2.83,1.92,1.81,1.46,1.3,2,3.47,3.04,2.01,1.87,96.86,27.48,15.18,2.71,1.68,24.43,0.55,0.33,12.5,7.05,9.58,5.42,9.09,15.84,6.41,16.46,51.75,7.54,30.77,22.56,31.23,10.62,26.19,22.88,9.27,30.77,16.81,3.12,0.81,0.03,0.03,0.04,0.09,0.16,103.56,112.15,99.2,66.13,47.32,0.15,0.2,0.44,0.54,0.28,5.2,41.31,0,0,0,6.6,2.86,1.55,0.79,0.53,49.08,49.81,45.17,35.86,35.41,32.55,7.64,3.9,2.38,2.41,76.57,8.84,1.35,1.16,3.22,33.56,35.75,2,232.22,0.71,71.3,0.38,268.13,60.86,0.18,0.01,312.96,76.66,0.37,0.36,252.63,0.17,379,0.32,0.25,0.06,147.62,6.59,
CF215,10/1/88,9/30/14,0.24,0.55,0.56,0.46,0.05,0.1,-0.43,0.23,0.3,1.92,0.04057,0.07638,0.14145,0.2354,0.38515,0.052565,0.24,0.14,173.78,85.32,1.71,9.5,4.13,3.08,2.46,1.45,1.14,0.28,0.28,0.32,0.24,0.2,0.19,0.17,0.18,0.27,0.25,0.22,0.22,120,110,115,102,117,118,122,146,173,158,126,121,4.7,0.85,1.78,65.58,0.16,0.02,1.36,0.34,0.88,0,0.12,0.13,0.14,0.11,0.07,0.06,0.06,0.06,0.07,0.08,0.09,0.1,76.93,0.14,0.09,0.13,0.12,65.72,8.82,0.5,103.03,0,1.83,1.66,2.06,1.4,1.31,1.07,0.95,1.43,2.55,2.22,1.46,1.36,96.96,28.76,15.84,2.75,1.68,29.5,0.62,0.33,12.47,7.33,9.45,5.56,9.33,15.71,6.55,16.77,51.58,7.04,31.85,21.57,31.77,11.46,27.08,23.35,10.12,31.85,17.19,3.08,0.81,0.02,0.02,0.03,0.06,0.11,110.16,118.75,92.1,68.98,48.43,0.14,0.21,0.42,0.54,0.29,5.25,40.28,0,0,0,4.82,2.08,1.12,0.56,0.38,49.43,50.41,45.68,36.22,35.22,34.08,7.92,3.96,2.36,2.33,73.94,9,1.35,1.13,3.09,33.09,35.37,2,231.11,0.71,71.17,0.38,268.13,60.86,0.18,0.01,312.96,76.66,0.38,0.26,256.7,0.13,362.83,0.32,0.27,0.05,147.08,6.49,
CF216,10/1/88,9/30/14,0.32,0.54,0.55,0.45,0.05,0.11,-0.44,0.32,0.31,1.87,0.0568,0.108,0.19915,0.329,0.5305,0.07393,0.32,0.2,174.07,82.87,1.6,9.34,4.11,3.05,2.37,1.41,1.1,0.39,0.38,0.44,0.33,0.28,0.26,0.23,0.25,0.37,0.34,0.31,0.3,117,106,111,99,113,115,118,143,168,154,122,117,4.68,0.83,1.74,65.32,0.15,0.02,1.37,0.34,0.88,0,0.17,0.18,0.2,0.15,0.11,0.09,0.08,0.09,0.1,0.11,0.13,0.15,77.01,0.14,0.09,0.14,0.12,66.55,8.94,0.51,102.62,0,2.47,2.19,2.76,1.87,1.76,1.42,1.26,1.94,3.38,2.96,1.95,1.82,97.16,27.2,14.83,2.65,1.64,24.84,0.55,0.33,11.88,6.93,9.46,5.32,9,15.74,6.25,16.31,51.44,7.31,30.69,22.49,30.19,10.31,26.58,22.31,8.96,30.69,16.69,3.08,0.81,0.03,0.03,0.04,0.09,0.15,101.66,110.08,97.13,64.58,49.39,0.15,0.2,0.45,0.54,0.29,5.28,41.2,0,0,0,6.45,2.79,1.51,0.77,0.52,49.23,50.01,45.38,35.98,35.29,32.39,7.58,3.87,2.38,2.43,76.35,8.85,1.34,1.16,3.23,33.6,35.75,2,232.22,0.71,71.27,0.38,268.13,60.86,0.18,0.01,312.96,76.66,0.37,0.35,253.86,0.17,369.68,0.32,0.25,0.06,147.38,6.63,
CF217,10/1/88,9/30/14,15.41,0.44,0.33,0.23,0.13,0.13,-0.46,15.27,0.33,1.05,2.9295,6.11825,11.835,19.8725,31.12,3.91625,15.41,11.84,93.8,71.98,1.3,10.64,4.47,3.25,2.38,1.47,1.16,17.15,18.41,20.6,16.64,11.93,12.2,12.44,13.85,18.37,15.82,13.63,14.13,48,50,49,56,64,84,79,77,93,79,67,67,4.2,0.92,1.85,66.43,0.15,0.02,1.53,0.44,0.85,0.01,9.49,11.04,11.99,8.7,5.34,4.28,5.23,6.97,7.06,7.29,6.68,7.55,87.62,0.08,0.06,0.06,0.11,65.61,6.37,0.64,80.78,0,45.6,46.66,59.88,50.72,40.62,52.48,38.8,42.34,90.4,66.98,46.07,46.58,94.53,11.76,5.81,2.63,1.68,11.08,0.07,0.18,10.31,3.72,5.21,2.85,5.6,12.09,3.72,13.77,50.41,8.73,18.73,26.09,24.69,2.23,19.62,11.23,1.92,18.73,14.23,2.81,0.46,1.01,1.22,1.74,3.82,6.89,80.42,70.33,61.48,68.41,52.11,0.09,0.15,0.32,0.52,0.25,6.83,32.09,0,0,0,164.35,87.09,55.6,35.16,24.2,55.12,43.93,36.85,35.82,37.38,13.89,4.7,2.97,2.44,3.96,71.65,11.39,1.95,1.12,5.06,37.45,71.37,2,218.7,0.28,35.71,0.42,222.38,62.53,0.17,0.01,223.67,74.13,0.37,9,227.4,3.34,307.5,0.27,0.27,0.1,131.92,7.71,
